,store_id,item_id,wm_yr_wk,sell_price
4952237,WI_1,HOUSEHOLD_1_100,11417,7.97
1870072,CA_3,FOODS_3_122,11411,2.5
1975931,CA_3,FOODS_3_584,11616,1.0
48487,CA_1,HOBBIES_1_217,11342,3.47
474991,CA_1,FOODS_2_239,11508,12.96
3044033,TX_1,HOUSEHOLD_2_378,11147,7.0
944965,CA_2,HOUSEHOLD_2_009,11610,5.73
1459082,CA_3,HOBBIES_2_123,11241,0.57
3356396,TX_1,FOODS_3_591,11541,3.54
1847370,CA_3,FOODS_3_020,11346,1.0
4277788,TX_3,HOUSEHOLD_1_177,11341,7.5
4175440,TX_3,HOBBIES_1_297,11316,14.72
5923646,WI_2,FOODS_2_201,11605,4.98
3640243,TX_2,HOUSEHOLD_1_471,11542,2.48
312447,CA_1,HOUSEHOLD_2_279,11225,4.44
4227503,TX_3,HOBBIES_2_101,11252,0.57
1482283,CA_3,HOUSEHOLD_1_083,11113,0.98
5174709,WI_1,FOODS_1_028,11541,2.48
924825,CA_2,HOUSEHOLD_1_460,11123,3.97
2960292,TX_1,HOUSEHOLD_2_023,11223,3.97
6795651,WI_3,FOODS_3_624,11404,2.48
4463645,TX_3,HOUSEHOLD_2_461,11132,9.97
6707448,WI_3,FOODS_3_233,11501,2.5
1052178,CA_2,HOUSEHOLD_2_461,11608,9.97
6319185,WI_3,HOUSEHOLD_1_200,11227,1.98
1687281,CA_3,HOUSEHOLD_2_461,11214,9.97
3110785,TX_1,FOODS_1_139,11549,0.98
5293271,WI_1,FOODS_3_007,11533,0.2
3242917,TX_1,FOODS_3_099,11511,2.5
4679984,TX_3,FOODS_3_287,11435,5.98
4080582,TX_2,FOODS_3_695,11124,3.98
4354867,TX_3,HOUSEHOLD_1_538,11334,3.48
2996544,TX_1,HOUSEHOLD_2_178,11345,6.97
1041592,CA_2,HOUSEHOLD_2_420,11539,5.64
1943594,CA_3,FOODS_3_443,11448,2.5
4697271,TX_3,FOODS_3_360,11601,2.24
539414,CA_1,FOODS_3_126,11528,3.78
3006510,TX_1,HOUSEHOLD_2_222,11140,4.97
5033124,WI_1,HOUSEHOLD_1_479,11542,7.56
6794764,WI_3,FOODS_3_619,11604,2.88
4625123,TX_3,FOODS_3_044,11533,2.88
6385097,WI_3,HOUSEHOLD_1_511,11438,5.97
381943,CA_1,FOODS_1_054,11501,1.98
911843,CA_2,HOUSEHOLD_1_399,11128,1.07
5971469,WI_2,FOODS_3_041,11312,2.98
3514048,TX_2,HOBBIES_2_041,11611,1.97
2056393,CA_4,HOBBIES_1_122,11324,1.77
4963220,WI_1,HOUSEHOLD_1_150,11208,11.86
2420506,CA_4,FOODS_1_152,11135,6.98
2816047,TX_1,HOBBIES_2_049,11410,2.97
1987841,CA_3,FOODS_3_640,11602,1.5
1460814,CA_3,HOBBIES_2_131,11141,5.97
1234781,CA_2,FOODS_3_355,11537,0.94
5794606,WI_2,HOUSEHOLD_2_357,11501,7.97
3858494,TX_2,FOODS_2_122,11407,4.72
2286513,CA_4,HOUSEHOLD_2_088,11538,6.97
1468160,CA_3,HOUSEHOLD_1_014,11404,17.97
6653680,WI_3,FOODS_2_388,11428,2.98
6489405,WI_3,HOUSEHOLD_2_421,11411,4.97
6053111,WI_2,FOODS_3_409,11426,2.78
2358273,CA_4,HOUSEHOLD_2_399,11603,2.67
3420430,TX_2,HOBBIES_1_050,11310,9.84
6598606,WI_3,FOODS_2_149,11509,6.98
4854104,WI_1,HOBBIES_1_239,11245,2.97
2065352,CA_4,HOBBIES_1_164,11304,8.97
6391023,WI_3,HOUSEHOLD_1_540,11435,1.64
6782888,WI_3,FOODS_3_565,11329,2.68
4445516,TX_3,HOUSEHOLD_2_384,11403,5.34
3266458,TX_1,FOODS_3_203,11209,4.48
6218063,WI_3,HOBBIES_1_322,11317,3.97
2827118,TX_1,HOBBIES_2_101,11434,0.5
753664,CA_2,HOBBIES_1_249,11322,4.88
4303582,TX_3,HOUSEHOLD_1_301,11247,4.97
6548884,WI_3,FOODS_1_152,11106,6.98
6414131,WI_3,HOUSEHOLD_2_097,11202,5.48
1442760,CA_3,HOBBIES_2_049,11404,2.97
5204718,WI_1,FOODS_1_152,11450,6.98
2322773,CA_4,HOUSEHOLD_2_244,11501,3.97
6578233,WI_3,FOODS_2_058,11335,4.84
2302326,CA_4,HOUSEHOLD_2_158,11243,11.47
770943,CA_2,HOBBIES_1_322,11241,3.97
2237924,CA_4,HOUSEHOLD_1_410,11442,4.47
5607926,WI_2,HOUSEHOLD_1_059,11450,2.87
2466554,CA_4,FOODS_2_140,11452,10.98
1703447,CA_3,FOODS_1_013,11341,1.48
408976,CA_1,FOODS_1_171,11449,4.73
2245508,CA_4,HOUSEHOLD_1_446,11118,3.88
1502548,CA_3,HOUSEHOLD_1_177,11348,6.97
3893325,TX_2,FOODS_2_274,11349,7.47
5821182,WI_2,HOUSEHOLD_2_471,11139,2.97
823929,CA_2,HOBBIES_2_133,11423,2.88
239141,CA_1,HOUSEHOLD_1_506,11138,3.28
236706,CA_1,HOUSEHOLD_1_494,11411,7.97
2957611,TX_1,HOUSEHOLD_2_012,11209,4.97
3908393,TX_2,FOODS_2_337,11220,6.28
4021101,TX_2,FOODS_3_431,11442,1.0
1847714,CA_3,FOODS_3_021,11603,2.48
4079137,TX_2,FOODS_3_687,11412,2.98
2240884,CA_4,HOUSEHOLD_1_424,11223,2.97
1387707,CA_3,HOBBIES_1_234,11236,0.3
4012758,TX_2,FOODS_3_395,11218,3.98
6444386,WI_3,HOUSEHOLD_2_228,11353,4.97
4715561,TX_3,FOODS_3_443,11530,2.5
2286277,CA_4,HOUSEHOLD_2_088,11111,6.97
1774855,CA_3,FOODS_2_099,11608,2.0
1179834,CA_2,FOODS_3_100,11336,3.98
826549,CA_2,HOBBIES_2_145,11246,2.77
3810810,TX_2,FOODS_1_136,11248,4.74
4306215,TX_3,HOUSEHOLD_1_313,11426,3.97
5547926,WI_2,HOBBIES_1_362,11518,9.86
4736544,TX_3,FOODS_3_536,11346,2.74
3738762,TX_2,HOUSEHOLD_2_352,11353,2.97
3762781,TX_2,HOUSEHOLD_2_453,11212,6.47
884649,CA_2,HOUSEHOLD_1_269,11608,3.12
5937667,WI_2,FOODS_2_274,11309,6.98
4754924,TX_3,FOODS_3_619,11510,2.88
3763602,TX_2,HOUSEHOLD_2_456,11345,8.97
5777816,WI_2,HOUSEHOLD_2_285,11527,4.67
1916073,CA_3,FOODS_3_321,11505,1.48
6021933,WI_2,FOODS_3_270,11544,2.98
3548958,TX_2,HOUSEHOLD_1_051,11428,2.93
4671689,TX_3,FOODS_3_249,11402,2.48
3940333,TX_2,FOODS_3_082,11424,1.98
1071597,CA_2,FOODS_1_027,11536,1.96
3725462,TX_2,HOUSEHOLD_2_295,11443,5.97
6021071,WI_2,FOODS_3_267,11122,1.98
3640054,TX_2,HOUSEHOLD_1_470,11550,2.98
968608,CA_2,HOUSEHOLD_2_109,11411,3.27
1515385,CA_3,HOUSEHOLD_1_236,11203,2.64
4748263,TX_3,FOODS_3_588,11421,3.98
721929,CA_2,HOBBIES_1_103,11242,0.72
3410510,TX_2,HOBBIES_1_009,11244,1.63
2155089,CA_4,HOUSEHOLD_1_015,11619,5.88
5639684,WI_2,HOUSEHOLD_1_203,11124,4.97
1915308,CA_3,FOODS_3_318,11328,1.0
273570,CA_1,HOUSEHOLD_2_115,11205,3.27
5784832,WI_2,HOUSEHOLD_2_315,11620,7.67
571543,CA_1,FOODS_3_267,11211,1.98
562167,CA_1,FOODS_3_226,11437,1.68
5902304,WI_2,FOODS_2_092,11201,3.33
6454066,WI_3,HOUSEHOLD_2_267,11321,1.98
2263373,CA_4,HOUSEHOLD_1_529,11430,2.97
5914306,WI_2,FOODS_2_154,11509,13.97
6548019,WI_3,FOODS_1_147,11532,6.39
309906,CA_1,HOUSEHOLD_2_268,11618,5.47
2974755,TX_1,HOUSEHOLD_2_085,11347,7.94
3598094,TX_2,HOUSEHOLD_1_276,11406,17.97
6369559,WI_3,HOUSEHOLD_1_440,11236,14.97
6702411,WI_3,FOODS_3_212,11315,2.78
2499975,CA_4,FOODS_2_293,11108,3.58
316528,CA_1,HOUSEHOLD_2_296,11203,4.97
1276186,CA_2,FOODS_3_547,11540,0.2
1538299,CA_3,HOUSEHOLD_1_351,11451,0.98
6699925,WI_3,FOODS_3_201,11236,2.5
4918339,WI_1,HOBBIES_2_096,11606,2.77
6450939,WI_3,HOUSEHOLD_2_254,11119,4.24
4931241,WI_1,HOUSEHOLD_1_005,11126,10.72
5681682,WI_2,HOUSEHOLD_1_408,11346,5.48
2879721,TX_1,HOUSEHOLD_1_189,11121,5.48
3788200,TX_2,FOODS_1_042,11449,0.98
6417354,WI_3,HOUSEHOLD_2_111,11329,6.44
3108663,TX_1,FOODS_1_130,11345,1.78
2826454,TX_1,HOBBIES_2_098,11308,0.77
3018004,TX_1,HOUSEHOLD_2_268,11102,5.47
3585664,TX_2,HOUSEHOLD_1_212,11353,4.63
6682341,WI_3,FOODS_3_121,11437,2.98
3802117,TX_2,FOODS_1_098,11503,4.87
1668905,CA_3,HOUSEHOLD_2_384,11135,4.97
6410476,WI_3,HOUSEHOLD_2_082,11449,4.47
3826119,TX_2,FOODS_1_200,11518,0.94
6794053,WI_3,FOODS_3_616,11321,2.98
1136980,CA_2,FOODS_2_196,11604,3.94
3914670,TX_2,FOODS_2_364,11332,2.66
2485976,CA_4,FOODS_2_227,11606,4.48
5133809,WI_1,HOUSEHOLD_2_372,11448,8.94
2433838,CA_4,FOODS_1_210,11552,1.96
711910,CA_2,HOBBIES_1_058,11351,8.67
1512056,CA_3,HOUSEHOLD_1_220,11548,1.83
6062620,WI_2,FOODS_3_453,11314,2.68
1273815,CA_2,FOODS_3_535,11416,5.98
3974830,TX_2,FOODS_3_232,11414,3.0
2326736,CA_4,HOUSEHOLD_2_260,11424,6.97
6245093,WI_3,HOBBIES_2_013,11347,7.47
583206,CA_1,FOODS_3_316,11430,2.5
6417542,WI_3,HOUSEHOLD_2_112,11251,3.97
1463669,CA_3,HOBBIES_2_144,11341,0.57
3737066,TX_2,HOUSEHOLD_2_346,11347,3.33
4180108,TX_3,HOBBIES_1_314,11611,3.97
2897464,TX_1,HOUSEHOLD_1_276,11430,17.97
6402112,WI_3,HOUSEHOLD_2_045,11408,8.64
629319,CA_1,FOODS_3_516,11505,3.78
6804649,WI_3,FOODS_3_664,11244,2.28
2276941,CA_4,HOUSEHOLD_2_046,11328,7.67
450869,CA_1,FOODS_2_135,11305,2.48
726649,CA_2,HOBBIES_1_124,11333,5.98
244339,CA_1,HOUSEHOLD_1_531,11301,8.47
6079864,WI_2,FOODS_3_530,11506,1.68
874483,CA_2,HOUSEHOLD_1_217,11334,1.97
2965854,TX_1,HOUSEHOLD_2_045,11612,8.64
5732777,WI_2,HOUSEHOLD_2_095,11245,6.47
5685150,WI_2,HOUSEHOLD_1_424,11250,2.97
6785022,WI_3,FOODS_3_574,11416,5.98
4884255,WI_1,HOBBIES_1_369,11546,0.7
6225553,WI_3,HOBBIES_1_355,11551,4.38
6052627,WI_2,FOODS_3_407,11240,2.98
5391196,WI_1,FOODS_3_470,11610,1.74
4824760,WI_1,HOBBIES_1_105,11129,6.68
4600362,TX_3,FOODS_2_330,11432,3.76
5715144,WI_2,HOUSEHOLD_2_019,11504,9.47
2713752,TX_1,HOBBIES_1_021,11230,11.47
5877692,WI_2,FOODS_1_194,11243,4.74
5349889,WI_1,FOODS_3_279,11530,2.88
5197303,WI_1,FOODS_1_121,11324,1.18
3951791,TX_2,FOODS_3_132,11411,2.68
2739191,TX_1,HOBBIES_1_134,11447,3.87
1406597,CA_3,HOBBIES_1_314,11321,3.97
4801262,WI_1,HOBBIES_1_002,11414,3.97
700311,CA_2,HOBBIES_1_009,11311,1.77
5162910,WI_1,HOUSEHOLD_2_494,11419,5.94
307913,CA_1,HOUSEHOLD_2_260,11103,6.97
2177996,CA_4,HOUSEHOLD_1_122,11506,2.26
5583362,WI_2,HOBBIES_2_095,11546,0.88
4417051,TX_3,HOUSEHOLD_2_262,11418,4.97
2299206,CA_4,HOUSEHOLD_2_143,11541,6.46
13961,CA_1,HOBBIES_1_061,11334,2.83
3785614,TX_2,FOODS_1_032,11433,0.98
71309,CA_1,HOBBIES_1_316,11325,0.94
5351752,WI_1,FOODS_3_288,11414,1.45
5394398,WI_1,FOODS_3_485,11241,3.98
4816869,WI_1,HOBBIES_1_069,11607,13.23
2773836,TX_1,HOBBIES_1_290,11209,5.36
707528,CA_2,HOBBIES_1_038,11435,3.22
1590152,CA_3,HOUSEHOLD_2_049,11505,3.42
2437705,CA_4,FOODS_2_009,11510,1.48
4086221,TX_2,FOODS_3_721,11428,1.98
5856676,WI_2,FOODS_1_103,11215,3.94
149033,CA_1,HOUSEHOLD_1_088,11245,5.97
3490642,TX_2,HOBBIES_1_363,11305,2.88
4254325,TX_3,HOUSEHOLD_1_072,11351,7.98
4032550,TX_2,FOODS_3_479,11539,1.0
5391267,WI_1,FOODS_3_471,11508,2.5
532770,CA_1,FOODS_3_097,11448,2.0
2617219,CA_4,FOODS_3_412,11505,0.2
4259556,TX_3,HOUSEHOLD_1_095,11408,3.5
5792560,WI_2,HOUSEHOLD_2_350,11105,3.04
2121755,CA_4,HOBBIES_2_001,11533,5.47
1278135,CA_2,FOODS_3_558,11345,2.98
2200018,CA_4,HOUSEHOLD_1_224,11544,7.97
4777819,TX_3,FOODS_3_723,11528,1.48
2246127,CA_4,HOUSEHOLD_1_448,11540,0.97
5691529,WI_2,HOUSEHOLD_1_452,11302,3.47
4332221,TX_3,HOUSEHOLD_1_432,11606,3.88
6587584,WI_3,FOODS_2_100,11351,2.5
463173,CA_1,FOODS_2_189,11126,2.5
6017519,WI_2,FOODS_3_250,11147,3.88
4297216,TX_3,HOUSEHOLD_1_270,11334,9.98
5262252,WI_1,FOODS_2_234,11414,2.68
3179838,TX_1,FOODS_2_221,11205,0.98
5508442,WI_2,HOBBIES_1_187,11518,7.0
5017506,WI_1,HOUSEHOLD_1_410,11251,4.47
2112146,CA_4,HOBBIES_1_383,11418,2.98
5891100,WI_2,FOODS_2_036,11503,3.5
4644346,TX_3,FOODS_3_131,11313,1.0
4306001,TX_3,HOUSEHOLD_1_312,11542,2.37
3886611,TX_2,FOODS_2_243,11110,5.98
4065256,TX_2,FOODS_3_628,11346,3.98
4031122,TX_2,FOODS_3_474,11513,1.88
4603307,TX_3,FOODS_2_343,11237,3.48
3820619,TX_2,FOODS_1_177,11434,8.98
2753348,TX_1,HOBBIES_1_200,11315,7.88
2405294,CA_4,FOODS_1_086,11146,1.64
4488757,TX_3,FOODS_1_049,11301,2.18
6277800,WI_3,HOUSEHOLD_1_014,11506,17.97
3441116,TX_2,HOBBIES_1_143,11430,7.97
4632523,TX_3,FOODS_3_080,11138,1.48
4691748,TX_3,FOODS_3_336,11224,2.68
4752627,TX_3,FOODS_3_610,11109,1.98
4114345,TX_3,HOBBIES_1_020,11342,12.68
5885480,WI_2,FOODS_2_009,11349,1.48
6464461,WI_3,HOUSEHOLD_2_310,11412,1.42
5530451,WI_2,HOBBIES_1_288,11129,0.54
2950821,TX_1,HOUSEHOLD_1_522,11224,1.74
3472032,TX_2,HOBBIES_1_283,11617,9.84
3659625,TX_2,HOUSEHOLD_2_017,11505,3.72
122850,CA_1,HOBBIES_2_119,11422,2.97
4832561,WI_1,HOBBIES_1_141,11122,14.97
6272688,WI_3,HOBBIES_2_142,11316,0.23
4254955,TX_3,HOUSEHOLD_1_074,11513,4.94
2259967,CA_4,HOUSEHOLD_1_513,11108,10.47
4927984,WI_1,HOBBIES_2_140,11422,2.77
5721771,WI_2,HOUSEHOLD_2_047,11515,3.67
176763,CA_1,HOUSEHOLD_1_211,11137,3.87
5731395,WI_2,HOUSEHOLD_2_089,11522,3.48
5524187,WI_2,HOBBIES_1_260,11307,12.88
5518440,WI_2,HOBBIES_1_234,11403,0.3
6625513,WI_3,FOODS_2_267,11121,1.78
973060,CA_2,HOUSEHOLD_2_129,11507,5.73
1980853,CA_3,FOODS_3_609,11414,2.98
301728,CA_1,HOUSEHOLD_2_235,11609,7.47
3647117,TX_2,HOUSEHOLD_1_503,11151,0.86
358069,CA_1,HOUSEHOLD_2_471,11433,3.48
4252822,TX_3,HOUSEHOLD_1_066,11522,2.96
4858902,WI_1,HOBBIES_1_261,11317,0.5
6646819,WI_3,FOODS_2_358,11140,2.74
1673837,CA_3,HOUSEHOLD_2_406,11619,12.46
5706804,WI_2,HOUSEHOLD_1_522,11445,1.84
4140851,TX_3,HOBBIES_1_139,11540,2.46
2498105,CA_4,FOODS_2_283,11534,1.48
2729133,TX_1,HOBBIES_1_088,11341,2.57
3621559,TX_2,HOUSEHOLD_1_383,11319,3.48
6226468,WI_3,HOBBIES_1_360,11120,14.5
277273,CA_1,HOUSEHOLD_2_132,11415,1.97
6042383,WI_2,FOODS_3_361,11432,1.98
2429933,CA_4,FOODS_1_195,11127,2.18
6282499,WI_3,HOUSEHOLD_1_037,11217,3.97
2331599,CA_4,HOUSEHOLD_2_281,11540,5.27
4211975,TX_3,HOBBIES_2_030,11310,0.97
6316103,WI_3,HOUSEHOLD_1_186,11423,3.47
4764459,TX_3,FOODS_3_663,11523,1.74
1899197,CA_3,FOODS_3_248,11513,1.98
6361225,WI_3,HOUSEHOLD_1_404,11219,2.83
4173133,TX_3,HOBBIES_1_286,11319,0.72
6422383,WI_3,HOUSEHOLD_2_134,11324,5.94
4513973,TX_3,FOODS_1_154,11543,1.5
2094125,CA_4,HOBBIES_1_303,11410,8.98
3763852,TX_2,HOUSEHOLD_2_457,11313,6.27
4753005,TX_3,FOODS_3_611,11301,2.68
1298183,CA_2,FOODS_3_654,11509,1.58
6337598,WI_3,HOUSEHOLD_1_293,11505,12.47
1942596,CA_3,FOODS_3_438,11138,1.0
3140824,TX_1,FOODS_2_047,11135,2.27
2482572,CA_4,FOODS_2_212,11518,4.88
6278439,WI_3,HOUSEHOLD_1_017,11209,4.97
6339628,WI_3,HOUSEHOLD_1_303,11117,0.94
4530094,TX_3,FOODS_2_003,11524,1.98
5849038,WI_2,FOODS_1_071,11440,2.0
2805218,TX_1,HOBBIES_1_422,11534,3.62
6394277,WI_3,HOUSEHOLD_2_012,11531,4.78
4608299,TX_3,FOODS_2_366,11240,2.68
3515794,TX_2,HOBBIES_2_049,11617,2.5
4989422,WI_1,HOUSEHOLD_1_278,11226,5.97
455103,CA_1,FOODS_2_152,11618,2.42
1858152,CA_3,FOODS_3_069,11415,2.97
6830476,WI_3,FOODS_3_782,11219,2.48
4774847,TX_3,FOODS_3_711,11249,0.2
3738180,TX_2,HOUSEHOLD_2_350,11335,2.94
6029818,WI_2,FOODS_3_305,11432,3.68
3980057,TX_2,FOODS_3_253,11541,1.98
5814127,WI_2,HOUSEHOLD_2_441,11527,4.94
350788,CA_1,HOUSEHOLD_2_442,11111,1.48
5019907,WI_1,HOUSEHOLD_1_420,11502,6.42
184552,CA_1,HOUSEHOLD_1_251,11340,1.98
930971,CA_2,HOUSEHOLD_1_487,11404,1.97
6735018,WI_3,FOODS_3_352,11103,4.0
1310945,CA_2,FOODS_3_713,11418,3.48
2786598,TX_1,HOBBIES_1_343,11140,5.12
1975409,CA_3,FOODS_3_582,11407,1.98
4635725,TX_3,FOODS_3_093,11618,1.88
832472,CA_2,HOUSEHOLD_1_021,11528,1.94
4055650,TX_2,FOODS_3_583,11608,1.5
4151096,TX_3,HOBBIES_1_187,11406,7.0
4023214,TX_2,FOODS_3_441,11528,6.98
4307959,TX_3,HOUSEHOLD_1_321,11526,2.97
2252579,CA_4,HOUSEHOLD_1_478,11618,2.67
637896,CA_1,FOODS_3_556,11409,2.5
3274287,TX_1,FOODS_3_236,11308,2.5
6486247,WI_3,HOUSEHOLD_2_407,11337,4.94
5950025,WI_2,FOODS_2_334,11348,10.98
2305791,CA_4,HOUSEHOLD_2_173,11402,6.97
6596537,WI_3,FOODS_2_140,11438,10.98
3623176,TX_2,HOUSEHOLD_1_394,11240,4.88
4861304,WI_1,HOBBIES_1_272,11308,8.44
5623953,WI_2,HOUSEHOLD_1_130,11514,6.42
487555,CA_1,FOODS_2_297,11332,3.33
5715456,WI_2,HOUSEHOLD_2_021,11305,4.47
6046759,WI_2,FOODS_3_383,11231,1.28
6095002,WI_2,FOODS_3_598,11212,1.88
1273212,CA_2,FOODS_3_533,11330,4.98
967985,CA_2,HOUSEHOLD_2_106,11525,8.44
220237,CA_1,HOUSEHOLD_1_418,11337,0.98
2797189,TX_1,HOBBIES_1_389,11509,11.97
2391268,CA_4,FOODS_1_026,11543,6.98
1748813,CA_3,FOODS_1_205,11328,4.74
2737909,TX_1,HOBBIES_1_129,11323,4.88
1902678,CA_3,FOODS_3_265,11321,3.98
4098431,TX_2,FOODS_3_778,11113,1.98
4989649,WI_1,HOUSEHOLD_1_279,11131,0.97
1276396,CA_2,FOODS_3_550,11305,2.98
6030424,WI_2,FOODS_3_308,11347,4.98
5124175,WI_1,HOUSEHOLD_2_331,11346,3.97
6287771,WI_3,HOUSEHOLD_1_061,11609,1.88
5709303,WI_2,HOUSEHOLD_1_536,11530,2.98
903046,CA_2,HOUSEHOLD_1_357,11352,11.97
4235735,TX_3,HOBBIES_2_137,11549,2.97
3907132,TX_2,FOODS_2_332,11235,3.27
3111342,TX_1,FOODS_1_141,11542,3.54
3865437,TX_2,FOODS_2_151,11414,1.88
1537941,CA_3,HOUSEHOLD_1_350,11211,2.98
116374,CA_1,HOBBIES_2_089,11450,2.97
3344173,TX_1,FOODS_3_539,11549,2.98
1195863,CA_2,FOODS_3_176,11504,1.5
2406678,CA_4,FOODS_1_091,11434,2.24
160984,CA_1,HOUSEHOLD_1_141,11249,1.77
4934769,WI_1,HOUSEHOLD_1_019,11412,0.98
1709638,CA_3,FOODS_1_038,11327,8.98
2839927,TX_1,HOUSEHOLD_1_009,11552,17.97
286050,CA_1,HOUSEHOLD_2_169,11437,5.84
3806419,TX_2,FOODS_1_117,11248,2.24
451252,CA_1,FOODS_2_136,11613,2.87
4840967,WI_1,HOBBIES_1_178,11138,0.5
5683848,WI_2,HOUSEHOLD_1_417,11233,5.48
52365,CA_1,HOBBIES_1_235,11508,12.98
3988485,TX_2,FOODS_3_291,11238,2.5
6626352,WI_3,FOODS_2_270,11606,2.98
5962701,WI_2,FOODS_2_398,11306,2.36
1747456,CA_3,FOODS_1_199,11313,5.23
2890666,TX_1,HOUSEHOLD_1_241,11309,7.94
2539508,CA_4,FOODS_3_070,11345,0.2
5400692,WI_1,FOODS_3_513,11334,4.48
218790,CA_1,HOUSEHOLD_1_412,11449,17.97
3736979,TX_2,HOUSEHOLD_2_345,11534,5.84
1401008,CA_3,HOBBIES_1_293,11203,3.28
1277797,CA_2,FOODS_3_556,11513,2.5
4613385,TX_3,FOODS_2_388,11537,2.98
5959110,WI_2,FOODS_2_380,11519,4.97
5216462,WI_1,FOODS_1_204,11216,0.98
1725800,CA_3,FOODS_1_106,11324,2.88
333714,CA_1,HOUSEHOLD_2_370,11204,5.67
295130,CA_1,HOUSEHOLD_2_209,11313,8.47
4945469,WI_1,HOUSEHOLD_1_070,11611,3.93
6446586,WI_3,HOUSEHOLD_2_236,11514,8.48
1764022,CA_3,FOODS_2_051,11538,2.5
4697119,TX_3,FOODS_3_360,11306,2.28
2146001,CA_4,HOBBIES_2_122,11409,0.88
2207654,CA_4,HOUSEHOLD_1_265,11535,4.46
2032327,CA_4,HOBBIES_1_012,11138,6.27
95336,CA_1,HOBBIES_1_419,11328,5.98
6333493,WI_3,HOUSEHOLD_1_275,11145,2.97
4290205,TX_3,HOUSEHOLD_1_234,11115,0.97
5383862,WI_1,FOODS_3_438,11230,1.0
60113,CA_1,HOBBIES_1_269,11501,11.98
2380359,CA_4,HOUSEHOLD_2_495,11431,6.48
5011848,WI_1,HOUSEHOLD_1_380,11412,4.57
5295465,WI_1,FOODS_3_017,11440,1.98
3829441,TX_2,FOODS_1_214,11130,2.64
2477015,CA_4,FOODS_2_188,11419,2.88
1908662,CA_3,FOODS_3_291,11219,2.5
1634222,CA_3,HOUSEHOLD_2_238,11407,9.96
5800622,WI_2,HOUSEHOLD_2_384,11210,5.47
2668032,CA_4,FOODS_3_644,11329,1.58
4611834,TX_3,FOODS_2_381,11520,2.5
267769,CA_1,HOUSEHOLD_2_090,11148,5.97
3052636,TX_1,HOUSEHOLD_2_416,11543,3.24
3530472,TX_2,HOBBIES_2_116,11234,2.97
5246559,WI_1,FOODS_2_148,11519,2.68
4570731,TX_3,FOODS_2_194,11313,6.98
4216399,TX_3,HOBBIES_2_050,11605,1.97
3524739,TX_2,HOBBIES_2_089,11118,2.97
2862159,TX_1,HOUSEHOLD_1_112,11136,2.97
491181,CA_1,FOODS_2_312,11327,5.26
4268333,TX_3,HOUSEHOLD_1_134,11604,4.23
1932270,CA_3,FOODS_3_393,11332,3.5
4554647,TX_3,FOODS_2_116,11515,1.74
2340833,CA_4,HOUSEHOLD_2_321,11520,5.27
1230582,CA_2,FOODS_3_334,11605,2.98
1737887,CA_3,FOODS_1_157,11539,4.81
6837954,WI_3,FOODS_3_814,11401,1.88
6112496,WI_2,FOODS_3_678,11241,4.88
4925107,WI_1,HOBBIES_2_127,11608,3.97
1752308,CA_3,FOODS_1_219,11208,2.0
1351737,CA_3,HOBBIES_1_069,11325,13.68
5950554,WI_2,FOODS_2_337,11238,6.28
886790,CA_2,HOUSEHOLD_1_280,11302,4.97
3141205,TX_1,FOODS_2_048,11530,7.97
4390752,TX_3,HOUSEHOLD_2_152,11216,11.97
2947421,TX_1,HOUSEHOLD_1_506,11522,3.47
6247401,WI_3,HOBBIES_2_025,11520,0.5
2538133,CA_4,FOODS_3_065,11123,3.48
2976225,TX_1,HOUSEHOLD_2_090,11604,5.97
4757512,TX_3,FOODS_3_631,11252,3.28
450128,CA_1,FOODS_2_132,11505,2.88
1500110,CA_3,HOUSEHOLD_1_166,11517,4.94
4240449,TX_3,HOUSEHOLD_1_008,11446,5.47
1733356,CA_3,FOODS_1_138,11335,2.48
605962,CA_1,FOODS_3_414,11209,5.18
4930184,WI_1,HOBBIES_2_149,11607,0.97
452373,CA_1,FOODS_2_141,11142,6.98
1420431,CA_3,HOBBIES_1_374,11417,17.48
5716325,WI_2,HOUSEHOLD_2_025,11244,5.47
2271286,CA_4,HOUSEHOLD_2_022,11414,5.64
70451,CA_1,HOBBIES_1_313,11151,1.23
6830465,WI_3,FOODS_3_782,11208,2.48
5397917,WI_1,FOODS_3_499,11543,2.5
263183,CA_1,HOUSEHOLD_2_070,11452,2.97
3006240,TX_1,HOUSEHOLD_2_220,11351,6.97
2479355,CA_4,FOODS_2_198,11148,9.88
1033917,CA_2,HOUSEHOLD_2_385,11319,6.97
5426819,WI_1,FOODS_3_641,11509,2.0
5439838,WI_1,FOODS_3_700,11444,2.48
6726461,WI_3,FOODS_3_314,11450,2.68
2853150,TX_1,HOUSEHOLD_1_071,11239,1.98
3230721,TX_1,FOODS_3_045,11216,3.98
3980363,TX_2,FOODS_3_256,11331,2.58
342596,CA_1,HOUSEHOLD_2_409,11230,3.97
2876071,TX_1,HOUSEHOLD_1_174,11329,5.88
6771919,WI_3,FOODS_3_514,11548,4.98
2034682,CA_4,HOBBIES_1_021,11419,11.88
1635894,CA_3,HOUSEHOLD_2_244,11346,3.98
1822204,CA_3,FOODS_2_309,11218,2.5
3340515,TX_1,FOODS_3_523,11351,1.98
5682696,WI_2,HOUSEHOLD_1_412,11447,17.97
2387543,CA_4,FOODS_1_011,11225,2.48
3726456,TX_2,HOUSEHOLD_2_299,11435,1.24
6496120,WI_3,HOUSEHOLD_2_446,11448,25.97
